stop_id,new_stop_id
6189,2116
6190,2117
6191,2118
6192,2119
6193,2120
6195,2121
6196,2122
6197,2123
6198,2124
6199,2125
6200,2126
6201,2127
6202,2128
6203,2129
6204,2130
6208,2131
6210,2132
6212,2133
6228,2134
6229,2135
6230,2136
6231,2137
6232,2138
6233,2139
6234,2140
6235,2141
6236,2142
6237,2143
6238,2144
6239,2145
6240,2146
6241,2147
6243,2148
6245,2149
6246,2150
6247,2151
6248,2152
6249,2153
6250,2154
6251,2155
6252,2156
6253,2157
6254,2158
6260,2159
6290,2160
6291,2161
6292,2162
6293,2163
6294,2164
6295,2165
6296,2166
6297,2167
6298,2168
6299,2169
6300,2170
6301,2171
6302,2172
6303,2173
6304,2174
6305,2175
6306,2176
6307,2177
6309,2178
6310,2179
6311,2180
6312,2181
6314,2182
6315,2183
6316,2184
6317,2185
6319,2186
6320,2187
6321,2188
6322,2189
6323,2190
6324,2191
6333,2192
6337,2193
6348,2194
6350,2195
6352,2196
6355,2197
6357,2198
6358,2199
6360,2200
6361,2201
6362,2202
6363,2203
6364,2204
6365,2205
6366,2206
6367,2207
6369,2208
6371,2209
6372,2210
6373,2211
6374,2212
6375,2213
6382,2214
6383,2215
6384,2216
6385,2217
6386,2218
6387,2219
6388,2220
6389,2221
6393,2222
6394,2223
6395,2224
6396,2225
6397,2226
6398,2227
6399,2228
6400,2229
6401,2230
6402,2231
6404,2232
6405,2233
6406,2234
6407,2235
6408,2236
6410,2237
6411,2238
6412,2239
6413,2240
6414,2241
6415,2242
6416,2243
6417,2244
6418,2245
6419,2246
6420,2247
6421,2248
6422,2249
6424,2250
6425,2251
6426,2252
6427,2253
6428,2254
6429,2255
6431,2256
6432,2257
6433,2258
6434,2259
6435,2260
6436,2261
6437,2262
6438,2263
6439,2264
6440,2265
6441,2266
6442,2267
6443,2268
6445,2269
6446,2270
6447,2271
6450,2272
6451,2273
6453,2274
6454,2275
6455,2276
6456,2277
6457,2278
6458,2279
6459,2280
6460,2281
6461,2282
6462,2283
6463,2284
6464,2285
6465,2286
6467,2287
6468,2288
6469,2289
6470,2290
6471,2291
6472,2292
6475,2293
6478,2294
6479,2295
6480,2296
6481,2297
6482,2298
6483,2299
6484,2300
6485,2301
6486,2302
6487,2303
6488,2304
6489,2305
6490,2306
6491,2307
6492,2308
6493,2309
6497,2310
6498,2311
6501,2312
6503,2313
6504,2314
6505,2315
6506,2316
6507,2317
6508,2318
6509,2319
6511,2320
6512,2321
6513,2322
6515,2323
6516,2324
6517,2325
6518,2326
6519,2327
6520,2328
6521,2329
6522,2330
6523,2331
6524,2332
6525,2333
6526,2334
6529,2335
6530,2336
6535,2337
6536,2338
6539,2339
6540,2340
6541,2341
6542,2342
6543,2343
6544,2344
6547,2345
6548,2346
6549,2347
6550,2348
6555,2349
6556,2350
6559,2351
6560,2352
6563,2353
6564,2354
6569,2355
6570,2356
6571,2357
6573,2358
6574,2359
6575,2360
6576,2361
6580,2362
6582,2363
6583,2364
6584,2365
6585,2366
6586,2367
6587,2368
6588,2369
6589,2370
6590,2371
6591,2372
6592,2373
6593,2374
6594,2375
6595,2376
6596,2377
6597,2378
6598,2379
6599,2380
6600,2381
6601,2382
6602,2383
6603,2384
6604,2385
6605,2386
6606,2387
6607,2388
6608,2389
6609,2390
6610,2391
6611,2392
6612,2393
6613,2394
6615,2395
6616,2396
6617,2397
6619,2398
6620,2399
6622,2400
6623,2401
6626,2402
6627,2403
6628,2404
6629,2405
6632,2406
6633,2407
6634,2408
6635,2409
6636,2410
6637,2411
6638,2412
6640,2413
6641,2414
6651,2415
6652,2416
6653,2417
6654,2418
6655,2419
6656,2420
6658,2421
6659,2422
6660,2423
